_id,timestamp,ip,user,action,status,log_hash,log_id
68270484731ce39fced6d544,2025-05-16T08:29:21.176512Z,10.0.2.241,service account,system update,success,e2cbbb811371239da8d85948d2fee60dce412f5e0db72a8971062942c1a63d63,7b320097cfd645cb8ef57e4595fdec94
68270484731ce39fced6d545,2025-05-16T08:57:24.176591Z,10.0.3.171,user2,config change,success,dc30aba8e2bd5fd62be6b4c7391dd2382c8aa6873449607a47ad67d3b6f4ded1,46dc9184bfaf422fb8c1d3db793c774b
68270484731ce39fced6d546,2025-05-16T09:09:52.176670Z,10.0.4.215,user1,network scan,success,45bf8a1493efb134e76b1e14ee834ef872ee394fd33e33158072e262af0e64ac,c053c55483f047d886510dc905f5aa30
68270484731ce39fced6d547,2025-05-16T09:11:17.176748Z,10.0.1.107,user1,logout,success,e5cb6fa721d5dc15e33290efc29db0b0343c64f29008e00a83f2fc3b7c46b899,3e3ded022b0c4fb1b4ea569bf36ea95e
68270484731ce39fced6d548,2025-05-16T09:17:36.176828Z,10.0.1.73,user1,file delete,success,024160d2989ad901be04eb69dbd5ce1afa848f207f1fb38c7a0291f92c7e71b1,b2eefdd213f248d4bc36bd086ed8b422
68270484731ce39fced6d549,2025-05-16T09:22:22.176907Z,10.0.3.167,analyst,file upload,success,919da5292438b3168338a8e409e18c8ae31bfeb86b24bbf20a5e3e42764a8b86,c7aca52ce2984c8886a7173b64f7336d
68270484731ce39fced6d54a,2025-05-16T08:35:39.177005Z,10.0.0.113,service account,login attempt,success,db36ffe8e587ef74e69b861aa67582f73e1df4ed0f2c7b76f1a813a4d54e58ac,0ea48f68ae8d45b0b467d2697b5d5a16
68270484731ce39fced6d54b,2025-05-16T08:36:41.177099Z,10.0.0.143,root,file delete,success,de953b0d831f6936d937fe8913289f957bd1510c4ac3b3a9fa561c4954325d07,db3de41aa70c4df6a30364a87960101a
68270484731ce39fced6d54c,2025-05-16T09:15:07.177185Z,10.0.3.5,administrateur,file upload,success,06b0a8affdf13b57d5699d9f23ea4faed428cd06522db2147368bde21ac3cfef,24e72a0ddb11478fa3e91e5442621bf3
68270484731ce39fced6d54d,2025-05-16T08:53:36.177270Z,10.0.0.227,user2,logout,success,f1e6fd91f6100b370a0f3ba32830bb064212bb82842ccecc1685fc2865cc460d,f7d0427759b346229affd5f395dd9ffa
68270484731ce39fced6d54e,2025-05-16T08:37:12.177353Z,10.0.4.160,admin,system update,success,ebc25d6c7168286d36cd39a9c5ef5293c891160acf30bb2829b02a12cd0ae4bc,ac4230ae58fb44fabdff2d56d11c0c9d
68270484731ce39fced6d54f,2025-05-16T09:09:12.177438Z,10.0.3.122,user2,login attempt,success,a5feebaf582fb75a6d24326adbb78e2bfc78280efd5a063a3043c3e06cc04b48,e7cb7fd8e96343ebae8f439edad74fd4
68270de4fdc817be30b946b8,2025-05-16T10:04:24.350214Z,10.0.0.99,admin,login attempt,failed,0eab5d00e20b53363a5feaa63001d65a66ef31b2c38e9d91cc4bfb8f6243bd9e,345eba9967c94042b79f3623efa5c096
68270de4fdc817be30b946b9,2025-05-16T10:04:24.350214Z,10.0.0.99,admin,login attempt,failed,052b5859df46d157f9ea6dc7b96deb6867d53de805646d604cba781799ba9ac1,c0b6fb14915c4cab848ad97b43e039cf
68270de4fdc817be30b946ba,2025-05-16T10:04:24.350214Z,10.0.0.99,admin,login attempt,failed,a079914713db3f55f0e665321e16348089c5d74c5cd3f8ce429a86fca3bc5929,c64e7ba3d15945f1b126d9e38318e417
68270de4fdc817be30b946bb,2025-05-16T10:04:24.350214Z,10.0.0.99,admin,login attempt,failed,ddf14f4f9b7f60c81dd59596d32eba1e04a143fb0b635093382ce0c0921f0f12,22e337603c1849a8bacc5edc3c78583f
68270de4fdc817be30b946bc,2025-05-16T10:04:24.350214Z,10.0.0.99,admin,login attempt,failed,c7a1f1c9886467feca248abe5ee05afd96d0b5bce4947d53cc8485d335332dde,cef806c5e82448259e760a278507ff28
68270de4fdc817be30b946bd,2025-05-16T10:04:24.350214Z,10.0.0.99,admin,login attempt,failed,c712f8c53f73dbb8232d3dd017a1c3dcb96efd229554ee1cdaa14408b5aa6880,924fb655aec7402d8dd749c7a9ae89eb
68270de4fdc817be30b946be,2025-05-16T10:04:24.350214Z,10.0.0.99,admin,login attempt,failed,3d45bff2eef836cb3e73d7323577e7c45c1a4ee912261ec7d2f0d8322f05db5e,85cb5e6cdee040de9fd0ab676247986c
68270de4fdc817be30b946bf,2025-05-16T10:05:24.357863Z,192.168.1.250,root,login attempt,success,bed22cba0b0cb47532ef630665cd17ec77f61e234598edd114301df0074accb5,f59bd8b2ccb644caa72e41f6607ba11c
68270de4fdc817be30b946c0,2025-05-16T04:15:00Z,10.0.0.42,guest,login attempt,success,1c4e07f17fbbbf82c7d40bec20f748e1c92fe6da9c3fb1480291ca8d1be71ef1,aed2941ac76343b98041dec6ccba2e94
